時系列No,進行目安,区分,地域・クエスト,会話ID,name,text,charId,行,イベントID,条件・演出備考,参照状態,source,修正案,編集メモ
936,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,システム,光の台座が灯る。木々の隙間から差すような光が器へ落ち、ばらついていた成分が一つの方向へ整っていく。,,45/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
937,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,光。明るくするだけじゃない。どっちへ伸びるか、教える。,206,46/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
938,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ルーナ,……あったかい。,401,47/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
939,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ルーナ,昔も……こんな光を見た気がする。木の下で……風が吹いてて……水の音がして……。,401,48/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
940,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ルーナ,……ごめんなさい。そこから先は……。,401,49/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
941,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,アルス,謝らなくていい。,301,50/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
942,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,一個戻ったなら上出来。,206,51/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
943,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,六属性秘薬・火,,,52/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
944,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,システム,火の台座が灯る。器は静かに熱を帯び、素材の色が淡い金色へ変わった。,,53/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
945,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,火。持ってるだけじゃ使えないものを、働ける形に変える。,206,54/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
946,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,燃やすだけじゃない、と。,105,55/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
947,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,燃やすだけなら、料理だってだいたい炭になるよ。,206,56/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
948,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,……それはそうだな。,105,57/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
949,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,六属性秘薬・雷,,,58/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
950,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,システム,雷の台座へ触れた瞬間、小さな閃光。器の中が一度だけ大きく脈打ち、別々だった成分が組み替わる。,,59/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
951,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,雷。,206,60/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
952,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,これ、好き。,206,61/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
953,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ケイト,そこなんですか？,104,62/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
954,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,だって一瞬で変わるんだよ？　止まってたものに、きっかけを入れる。変化を起こす。,206,63/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
955,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,……できた？,105,64/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
956,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,まだ。,206,65/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
957,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,六属性秘薬・闇,,,66/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
958,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,アルス,……闇を使うのか。,301,67/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
959,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ケイト,最後に……？,104,68/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
960,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,使うよ。,206,69/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
961,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,本当に大丈夫なのか？,105,70/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
962,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,だから見るんでしょ。,206,71/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
963,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,システム,黒紫の光が器へ届く。液体は黒くならない。激しく発光していた五つの反応が静まり、熱も香りも穏やかになっていく。,,72/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
964,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,システム,最後に残ったのは、澄んだ淡い銀色の液体だった。,,73/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
965,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ケイト,……安定した。,104,74/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
966,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,闇で……？,105,75/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
967,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,完成。,206,76/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
968,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,アルス,闇が最後だから？,301,77/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
969,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,うん。動き続けたら、壊れるでしょ。,206,78/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
970,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,休ませる。ほどく。次に渡せるところまで戻す。,206,79/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
971,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,闇は、そういう仕事。,206,80/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
972,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,でも、私たちは……。,105,81/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
973,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,私も何度も見たよ。支配するか。命令へ逆らえなくするか。意志へ割り込むか。,206,82/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
974,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,正常な闇には、そういう反応がない。,206,83/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
975,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ケイト,じゃあ……今まで見た、黒いものは……。,104,84/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
976,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,知らない。,206,85/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
977,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,知らないのか。,105,86/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
978,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,黒いから闇、って決める方が雑だよ。,206,87/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
979,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,分からないものが増えた。いいね。,206,88/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
980,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,よくない。,105,89/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
981,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,まずレオン。,206,90/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
982,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,アルス,先にルーナじゃなくていいのか？,301,91/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
983,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,レオンの方が今は深い。それに、こっちで効き方を見ればルーナの量を変えられる。,206,92/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
984,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,シャオ,やっぱり試してるじゃないか。,105,93/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
985,第7段階 光の宮殿・結晶樹,メイン・イベント,結晶樹の秘跡 FMAP000073-00,CRYSTAL_TREE_SIX_ELEMENT_RITUAL,ミネルバ,治すための試し方はするよ。,206,94/145,crystal_tree_post_clear_checkpoint,event=crystal_tree_post_clear_checkpoint; actions=IF_FLAG; 結晶樹の秘跡 FMAP000073-00 / ミネルバと話す,現行参照,story.js:3203,,
